sale_id,customer_id,product_id,date,qty
111,965,233,2025-10-24,1
112,199,519,2026-07-26,4
113,165,833,2025-10-08,3
114,327,941,2026-04-19,1
115,657,292,2026-05-16,3
116,46,252,2026-08-14,1
117,877,271,2025-09-30,4
118,159,908,2026-07-26,4
119,725,843,2026-06-07,5
120,675,528,2025-10-27,5
121,809,787,2026-03-10,5
122,78,295,2026-05-04,3
123,801,145,2026-09-08,3
124,976,317,2025-11-06,2
125,731,171,2025-10-20,5
126,75,886,2026-03-31,5
127,319,676,2025-10-20,1
128,708,494,2026-01-14,2
129,908,341,2026-03-03,4
130,903,349,2026-07-12,1
131,905,699,2025-12-04,2
132,774,619,2026-02-28,2
133,232,162,2026-03-02,2
134,370,85,2026-04-28,4
135,457,320,2026-04-10,1
136,822,12,2026-08-06,5
137,218,855,2026-01-14,1
138,170,18,2026-03-25,5
139,374,532,2026-01-26,2
140,435,61,2025-10-14,1
141,241,648,2025-10-06,4
142,281,128,2026-04-21,2
143,669,407,2026-05-05,5
144,707,113,2026-04-05,1
145,496,402,2025-11-22,5
146,225,405,2026-06-21,3
147,83,384,2026-06-20,2
148,653,174,2026-03-12,1
149,698,635,2026-06-02,5
150,54,323,2026-04-22,1
151,976,230,2026-09-02,2
152,42,113,2025-09-29,3
153,984,965,2025-10-06,3
154,678,417,2025-09-30,5
155,810,103,2025-09-13,3
156,93,846,2025-09-19,1
157,793,940,2025-11-30,4
158,758,575,2026-07-13,3
159,170,390,2026-07-14,5
160,417,255,2026-04-26,1
161,518,167,2025-11-27,4
162,701,193,2026-03-03,3
163,692,479,2025-09-27,3
164,347,208,2026-05-27,2
165,867,795,2026-01-16,3
166,301,579,2026-06-08,3
167,396,816,2026-03-22,5
168,543,111,2026-02-08,2
169,283,813,2026-04-13,4
170,552,987,2026-03-19,1
171,466,554,2025-10-14,5
172,239,239,2025-10-02,1
173,614,738,2025-10-18,5
174,338,745,2026-07-26,1
175,26,994,2025-09-18,2
176,862,6,2026-02-21,1
177,13,507,2026-05-21,3
178,754,223,2026-07-13,1
179,168,865,2026-06-22,1
180,582,891,2025-09-18,1
181,70,796,2026-07-25,4
182,445,244,2026-07-23,5
183,247,391,2026-06-27,2
184,26,140,2026-01-18,2
185,553,864,2025-11-29,5
186,902,483,2026-02-08,3
187,589,119,2026-07-15,2
188,713,771,2026-06-26,2
189,223,715,2026-05-15,4
190,187,14,2025-11-19,3
191,105,820,2026-06-16,5
192,930,665,2026-01-15,2
193,416,115,2026-07-08,3
194,533,985,2025-10-18,5
195,208,999,2026-08-26,4
196,378,867,2025-09-23,1
197,655,45,2025-10-26,3
198,8,968,2026-08-30,2
199,255,346,2026-06-09,1
200,792,513,2026-08-04,1
201,386,947,2026-05-16,2
202,218,627,2025-11-13,1
203,605,392,2025-11-17,2
204,148,227,2025-12-13,3
205,531,301,2026-06-24,2
206,730,703,2026-02-15,5
207,625,767,2026-04-18,4
208,366,114,2025-12-30,1
209,36,725,2026-09-04,3
210,240,373,2026-06-22,1
211,791,22,2025-12-21,1
212,73,652,2026-03-08,4
213,680,363,2025-11-29,4
214,184,673,2026-03-23,2
215,695,694,2026-07-30,4
216,738,632,2026-01-29,2
217,376,91,2026-07-19,4
218,368,657,2026-05-17,2
219,959,313,2026-08-10,1
220,95,74,2025-11-12,4
221,636,292,2026-08-05,4
222,974,271,2026-04-23,2
223,494,184,2026-03-25,2
224,526,577,2025-12-26,2
225,833,424,2026-03-09,2
226,167,210,2026-08-23,1
227,7,92,2025-11-22,2
228,899,228,2025-09-25,2
229,230,528,2026-06-13,2
230,894,289,2025-10-22,1
231,451,286,2025-10-03,5
232,632,673,2026-02-03,1
233,965,253,2026-08-30,1
234,736,924,2026-04-06,3
235,320,939,2026-07-08,1
236,207,319,2026-04-02,3
237,3,836,2026-05-19,3
238,911,369,2026-07-14,1
239,300,595,2026-04-18,2
240,708,999,2026-05-27,1
241,455,723,2026-01-31,2
242,24,153,2025-12-19,2
243,721,766,2026-05-28,1
244,230,209,2026-03-30,3
245,707,120,2026-09-02,5
246,311,436,2026-01-02,3
247,572,10,2026-04-14,5
248,457,165,2025-11-18,2
249,24,746,2025-11-02,3
250,154,64,2026-03-02,2
251,130,908,2026-06-12,3
252,128,641,2026-05-16,1
253,967,45,2025-12-10,5
254,321,823,2025-12-01,2
255,989,532,2026-02-05,5
256,493,506,2026-05-14,3
257,210,224,2026-06-16,5
258,478,399,2026-04-14,3
259,828,417,2025-10-24,1
260,897,227,2025-09-28,2
261,444,116,2026-01-22,5
262,427,332,2026-01-28,4
263,514,269,2025-10-10,4
264,421,257,2025-10-29,5
265,583,70,2026-01-10,3
266,836,373,2026-02-23,2
267,309,866,2026-03-18,1
268,519,306,2025-10-01,5
269,816,59,2026-05-18,1
270,71,197,2026-07-21,3
271,976,127,2026-04-25,5
272,448,904,2026-08-17,3
273,356,473,2026-03-11,2
274,18,56,2025-11-13,5
275,543,928,2026-04-21,4
276,656,963,2026-02-12,2
277,557,552,2026-03-19,5
278,139,747,2025-12-11,3
279,862,721,2026-09-01,4
280,707,428,2026-05-29,3
281,381,10,2026-01-29,2
282,503,644,2026-09-03,4
283,864,692,2026-06-15,3
284,673,688,2026-09-10,4
285,889,858,2026-01-13,1
286,195,792,2025-12-29,5
287,361,890,2026-06-11,4
288,590,155,2025-09-20,4
289,697,487,2025-11-10,4
290,137,161,2026-06-17,1
291,998,655,2026-04-07,5
292,450,306,2025-11-22,1
293,401,954,2026-04-19,5
294,916,64,2025-10-18,1
295,30,315,2025-11-24,4
296,668,541,2025-10-06,4
297,415,79,2025-11-25,3
298,939,879,2026-01-28,2
299,78,815,2025-11-17,4
300,949,970,2025-12-27,5
301,267,827,2026-04-16,3
302,926,9,2026-04-16,2
303,162,450,2026-06-17,5
304,705,229,2025-09-20,5
305,736,81,2026-04-26,1
306,389,396,2026-08-24,3
307,719,339,2025-10-26,3
308,346,62,2026-03-12,2
309,270,714,2026-02-13,4
310,223,115,2025-12-04,4
311,780,866,2026-05-31,4
312,937,761,2026-05-16,5
313,187,36,2025-09-15,4
314,731,588,2026-05-16,2
315,982,52,2025-11-22,5
316,246,215,2026-03-26,2
317,592,457,2026-07-23,3
318,593,140,2025-11-16,2
319,396,228,2025-12-23,3
320,411,541,2025-11-25,1
321,283,535,2026-01-31,4
322,976,424,2025-11-02,3
323,815,42,2026-02-11,5
324,478,987,2025-12-10,1
325,623,357,2026-08-30,3
326,48,23,2026-05-29,3
327,350,498,2025-11-20,5
328,880,386,2026-03-28,1
329,441,365,2025-12-06,4
330,119,417,2026-08-30,2
331,214,552,2026-08-01,5
332,588,890,2026-08-09,2
333,385,547,2026-06-18,3
334,589,654,2026-01-17,2
335,908,264,2026-05-28,2
336,948,45,2026-02-06,1
337,321,137,2026-07-09,2
338,233,435,2025-11-15,2
339,902,702,2025-11-16,1
340,831,178,2026-02-01,4
341,913,701,2026-06-28,3
342,956,148,2026-03-18,2
343,80,903,2026-07-23,4
344,849,160,2025-12-04,5
345,103,318,2026-01-02,4
346,667,799,2026-06-17,3
347,377,678,2026-08-23,2
348,365,399,2026-03-21,5
349,127,790,2026-02-19,1
350,709,741,2026-05-03,3
351,563,523,2026-05-08,3
352,181,357,2026-06-12,3
353,984,974,2026-03-29,5
354,75,67,2025-10-17,2
355,379,206,2026-01-30,1
356,494,136,2026-06-28,3
357,342,18,2026-08-18,4
358,925,441,2026-03-23,4
359,470,457,2026-01-05,3
360,14,922,2026-06-04,2
361,521,91,2025-11-08,4
362,667,314,2026-01-27,2
363,660,811,2026-05-30,5
364,994,464,2025-11-23,1
365,375,149,2026-01-22,4
366,784,512,2026-08-06,1
367,283,883,2025-09-21,3
368,902,993,2025-10-18,3
369,733,507,2026-08-19,1
370,146,21,2026-04-29,5
371,655,946,2025-12-10,2
372,557,87,2026-01-17,4
373,176,55,2025-10-05,2
374,624,261,2026-09-07,5
375,635,672,2026-06-08,5
376,90,56,2025-12-09,3
377,84,293,2025-10-10,3
378,767,688,2026-07-02,2
379,223,421,2026-02-18,3
380,107,812,2026-07-10,5
381,237,713,2026-01-06,5
382,241,555,2026-04-26,2
383,300,35,2026-09-08,5
384,742,798,2025-09-21,4
385,590,361,2025-12-25,4
386,683,954,2026-03-08,5
387,175,521,2026-08-29,1
388,729,303,2026-08-04,4
389,877,814,2025-11-11,3
390,340,831,2026-07-30,3
391,943,780,2026-06-13,4
392,6,442,2026-05-11,3
393,316,808,2026-05-06,4
394,869,994,2025-10-26,4
395,450,580,2026-04-06,1
396,174,699,2025-10-28,2
397,730,5,2026-03-05,4
398,49,837,2026-03-15,3
399,69,222,2025-12-01,2
400,765,355,2026-07-31,5
401,870,350,2026-08-19,1
402,413,795,2026-06-18,3
403,965,486,2026-08-10,3
404,977,469,2026-08-20,3
405,506,663,2026-06-02,3
406,223,755,2026-07-26,2
407,98,863,2026-04-02,5
408,57,830,2025-12-18,5
409,565,806,2026-09-09,3
410,676,650,2026-04-16,4
411,393,275,2025-10-11,1
412,858,468,2025-11-27,1
413,619,402,2025-10-15,4
414,736,10,2026-01-08,3
415,858,200,2026-04-21,4
416,744,774,2025-10-15,1
417,248,51,2026-07-21,1
418,865,519,2026-06-09,1
419,924,836,2025-09-14,1
420,227,471,2026-08-04,1
421,861,612,2026-03-15,2
422,232,830,2026-05-31,1
423,121,455,2025-12-14,3
424,36,455,2025-11-24,3
425,209,935,2026-01-18,3
426,436,465,2025-10-18,4
427,34,377,2026-08-09,1
428,626,765,2025-12-15,4
429,873,879,2026-05-09,1
430,638,39,2026-05-03,3
431,899,139,2026-07-10,5
432,86,430,2025-12-14,2
433,195,660,2026-08-21,5
434,824,504,2026-03-20,3
435,670,904,2026-06-23,1
436,730,458,2026-08-27,4
437,516,968,2026-02-27,3
438,713,502,2026-01-26,1
439,748,518,2026-01-28,4
440,675,707,2026-07-12,3
441,662,334,2026-04-18,5
442,631,84,2025-10-25,2
443,190,70,2026-06-18,1
444,704,397,2025-12-31,3
445,126,808,2025-09-21,3
446,519,177,2026-08-10,2
447,879,262,2025-10-13,1
448,733,390,2026-08-21,1
449,888,110,2026-06-19,1
450,563,328,2026-02-11,5
451,810,580,2026-08-19,4
452,167,408,2026-01-23,3
453,320,142,2026-02-10,4
454,514,106,2025-11-26,1
455,232,753,2026-09-04,5
456,877,170,2026-03-26,5
457,978,562,2026-08-25,1
458,698,442,2026-03-17,5
459,569,483,2025-10-09,4
460,775,299,2026-01-19,2
461,352,85,2026-01-18,2
462,141,161,2025-10-14,2
463,395,251,2025-12-12,2
464,454,293,2025-11-23,4
465,44,319,2026-01-11,1
466,945,562,2026-01-08,3
467,594,433,2026-07-10,3
468,210,595,2025-11-22,3
469,889,612,2026-01-25,5
470,6,181,2025-12-17,4
471,509,642,2025-11-03,4
472,530,632,2025-11-27,4
473,223,709,2026-02-21,1
474,283,170,2026-09-09,2
475,872,492,2026-07-26,2
476,608,452,2026-02-26,2
477,794,680,2026-05-24,3
478,741,33,2026-08-07,4
479,629,777,2026-06-19,5
480,907,708,2026-01-07,1
481,735,972,2025-10-23,2
482,765,906,2025-10-29,1
483,439,526,2025-09-27,2
484,231,517,2026-02-10,1
485,794,234,2025-09-25,2
486,976,458,2025-09-15,3
487,270,376,2026-07-21,5
488,574,929,2025-12-04,3
489,620,41,2026-03-31,4
490,113,958,2026-07-11,1
491,970,666,2025-12-18,3
492,320,860,2026-05-05,1
493,924,157,2025-12-14,4
494,178,268,2026-07-06,1
495,424,420,2026-01-08,4
496,229,586,2026-03-12,5
497,360,800,2026-01-12,3
498,994,675,2026-08-03,3
499,667,469,2025-12-15,4
500,755,216,2026-04-01,2
501,437,744,2025-12-18,1
502,36,415,2025-09-17,5
503,334,478,2026-04-17,5
504,347,916,2026-03-11,1
505,322,792,2026-05-02,4
506,957,174,2026-03-05,3
507,108,568,2026-02-06,3
508,882,673,2026-02-05,5
509,11,253,2025-11-04,3
510,573,240,2026-03-05,5
511,294,343,2026-02-14,3
512,887,75,2026-03-27,4
513,202,483,2026-04-17,4
514,578,579,2026-05-31,2
515,701,616,2026-01-27,5
516,904,884,2026-08-04,2
517,190,286,2026-06-25,5
518,25,805,2025-11-03,2
519,347,241,2026-05-27,5
520,477,521,2025-11-18,3
521,495,216,2026-05-15,5
522,458,31,2026-01-24,4
523,538,323,2025-11-15,2
524,816,909,2025-09-12,3
525,252,949,2025-09-26,2
526,613,629,2026-03-09,4
527,550,253,2026-06-23,2
528,635,362,2026-07-29,1
529,125,954,2026-06-11,1
530,85,39,2026-01-30,3
531,713,990,2026-06-05,5
532,833,459,2025-09-23,5
533,772,285,2025-11-19,2
534,947,917,2026-03-20,4
535,376,395,2026-01-24,5
536,314,186,2026-07-30,2
537,816,872,2026-04-30,3
538,165,321,2025-12-06,5
539,19,855,2026-03-16,2
540,251,615,2025-11-08,5
541,115,416,2025-11-28,5
542,248,155,2026-02-07,3
543,78,971,2025-10-27,2
544,368,2,2026-02-26,5
545,31,914,2026-08-18,4
546,897,540,2025-11-03,4
547,329,941,2026-01-22,2
548,110,338,2026-03-22,3
549,715,585,2026-04-30,5
550,878,973,2026-02-27,2
551,113,264,2026-05-26,2
552,802,266,2026-03-02,4
553,340,313,2026-04-05,1
554,991,230,2025-12-02,1
555,511,719,2025-10-22,5
556,499,684,2026-03-25,1
557,786,430,2026-04-01,4
558,229,986,2025-10-20,1
559,867,890,2026-01-27,1
560,834,760,2026-06-12,2
561,11,926,2026-03-11,5
562,184,632,2026-06-15,4
563,783,215,2026-06-30,2
564,363,490,2025-12-20,3
565,582,643,2025-12-05,1
566,229,714,2026-02-25,2
567,290,880,2026-01-15,4
568,761,16,2025-11-23,2
569,37,402,2025-11-11,3
570,881,410,2026-03-23,2
571,359,334,2026-02-27,4
572,700,85,2026-02-22,1
573,425,684,2026-02-25,5
574,187,460,2025-12-21,3
575,26,756,2025-12-24,3
576,273,977,2025-12-13,2
577,949,644,2025-10-02,1
578,340,661,2026-03-02,3
579,233,739,2026-04-08,4
580,583,264,2026-01-29,4
581,819,31,2025-11-06,2
582,886,915,2026-08-13,2
583,686,780,2025-10-31,5
584,508,823,2026-03-03,3
585,424,955,2025-10-19,3
586,935,609,2026-08-26,4
587,870,65,2026-06-24,5
588,675,966,2026-04-13,1
589,128,230,2025-12-26,3
590,364,444,2026-07-11,5
591,809,676,2026-02-04,4
592,627,952,2026-03-05,1
593,183,116,2025-10-24,2
594,46,920,2026-08-13,1
595,214,894,2026-01-27,2
596,730,639,2025-11-21,4
597,176,200,2026-01-29,1
598,238,30,2026-04-29,1
599,568,77,2026-07-11,2
600,652,981,2026-08-12,1
601,316,106,2025-10-24,2
602,879,871,2025-09-26,1
603,382,754,2025-12-03,3
604,795,62,2025-09-13,3
605,377,166,2026-09-01,3
606,785,289,2025-10-20,1
607,639,450,2025-12-22,4
608,851,314,2026-09-01,4
609,399,660,2026-02-06,1
610,790,186,2026-04-13,1
611,801,266,2026-06-14,4
612,741,65,2025-12-05,2
613,537,31,2026-01-09,5
614,882,198,2026-01-06,1
615,561,530,2026-01-06,2
616,571,200,2025-12-24,4
617,53,614,2026-02-04,2
618,795,431,2026-07-28,3
619,487,994,2025-12-13,4
620,700,282,2026-07-20,3
621,338,144,2026-08-03,3
622,726,18,2026-09-11,3
623,654,304,2026-02-15,2
624,14,676,2026-01-02,5
625,112,476,2026-07-14,3
626,809,813,2026-07-14,5
627,869,221,2025-10-14,3
628,478,469,2026-02-18,4
629,665,279,2026-05-19,3
630,879,238,2026-03-04,3
631,470,429,2026-05-02,1
632,39,783,2026-04-26,4
633,183,442,2026-06-11,1
634,814,20,2026-07-01,5
635,958,146,2026-05-18,1
636,284,929,2025-09-21,3
637,824,960,2025-10-11,1
638,99,447,2026-07-29,3
639,505,324,2026-03-12,3
640,689,734,2025-12-30,3
641,61,671,2026-04-16,3
642,836,382,2025-12-12,3
643,676,775,2025-12-17,5
644,52,80,2025-10-23,4
645,51,566,2026-04-13,4
646,605,67,2025-10-20,1
647,571,514,2025-12-18,2
648,430,431,2026-05-07,1
649,945,581,2025-10-29,4
650,912,357,2025-09-28,2
651,827,444,2026-08-02,1
652,654,138,2026-05-30,1
653,307,538,2026-01-05,3
654,942,801,2025-10-23,1
655,303,497,2025-09-30,5
656,914,240,2025-10-22,4
657,787,269,2026-06-21,1
658,746,15,2026-03-05,4
659,979,769,2026-08-09,4
660,902,481,2026-03-13,5
661,418,879,2026-07-29,3
662,425,550,2025-11-25,2
663,71,666,2026-04-24,4
664,409,470,2026-02-03,4
665,447,860,2026-05-24,4
666,900,58,2025-12-25,4
667,273,779,2026-04-02,4
668,675,958,2025-09-30,1
669,262,782,2025-12-06,4
670,488,373,2026-01-03,3
671,352,73,2025-09-19,4
672,902,734,2026-03-30,4
673,700,130,2026-07-09,3
674,22,553,2025-10-31,1
675,323,241,2025-10-09,4
676,8,994,2025-09-22,4
677,407,583,2026-02-07,1
678,850,622,2026-08-27,4
679,422,575,2025-09-22,5
680,176,936,2025-10-21,1
681,79,108,2026-02-22,5
682,904,652,2025-11-03,1
683,158,731,2025-12-20,3
684,538,770,2025-12-01,3
685,158,204,2025-11-02,4
686,805,254,2026-07-04,1
687,777,428,2026-07-13,3
688,826,285,2025-12-01,5
689,992,958,2026-04-15,3
690,212,295,2026-01-13,5
691,529,64,2026-06-14,1
692,548,818,2025-11-19,2
693,642,203,2026-08-17,1
694,261,164,2025-11-10,5
695,560,230,2026-04-05,5
696,8,481,2026-09-05,2
697,754,222,2026-01-30,3
698,988,879,2026-07-09,1
699,285,462,2026-01-03,1
700,129,52,2026-01-05,5
701,146,125,2025-09-22,3
702,854,634,2025-10-15,4
703,108,851,2026-05-18,4
704,119,259,2026-05-14,1
705,877,658,2026-01-16,2
706,146,472,2026-04-28,3
707,174,440,2026-04-30,4
708,726,194,2026-04-23,5
709,721,411,2026-04-08,5
710,506,78,2025-10-28,2
711,105,386,2026-07-16,3
712,871,829,2025-09-17,3
713,929,244,2026-03-28,5
714,532,788,2026-06-11,4
715,490,391,2026-04-02,3
716,13,720,2026-03-09,4
717,392,441,2026-06-11,4
718,352,536,2025-12-12,3
719,20,352,2025-12-19,2
720,598,686,2025-11-28,1
721,786,890,2026-06-14,1
722,323,598,2025-12-24,3
723,656,769,2026-02-23,3
724,772,544,2026-01-25,1
725,57,347,2026-07-18,2
726,312,235,2026-03-07,5
727,28,9,2026-03-22,3
728,745,415,2026-08-10,1
729,108,817,2025-11-21,1
730,648,107,2026-02-15,3
731,40,909,2025-12-16,3
732,921,73,2026-03-28,1
733,539,416,2026-07-16,5
734,689,466,2026-04-21,1
735,79,348,2026-08-09,3
736,858,965,2026-07-19,2
737,87,240,2026-09-02,2
738,173,947,2026-07-15,4
739,817,125,2026-08-13,1
740,439,524,2026-02-28,1
741,704,530,2025-11-20,2
742,775,641,2026-04-14,4
743,396,721,2025-10-08,5
744,937,581,2026-05-29,5
745,98,419,2025-11-17,2
746,278,143,2026-09-07,1
747,981,115,2026-07-30,4
748,318,531,2026-07-13,3
749,146,82,2026-03-17,5
750,601,427,2025-10-31,1
751,311,616,2026-06-18,3
752,6,922,2026-04-10,3
753,419,856,2026-03-31,1
754,216,947,2026-08-28,3
755,923,847,2025-12-03,4
756,39,347,2026-09-04,1
757,699,108,2025-10-08,5
758,889,125,2026-03-29,4
759,401,868,2025-10-09,5
760,837,994,2026-06-15,2
761,984,841,2026-07-25,2
762,689,75,2026-02-06,4
763,234,23,2026-05-20,1
764,214,533,2026-04-11,5
765,188,804,2025-11-19,5
766,267,537,2025-10-07,3
767,769,896,2026-02-23,3
768,376,849,2025-11-18,3
769,374,796,2025-09-17,5
770,805,72,2026-04-18,1
771,990,625,2026-02-11,1
772,330,245,2026-04-05,4
773,170,517,2026-01-01,2
774,500,732,2025-12-27,1
775,661,258,2025-12-05,5
776,132,898,2026-04-09,5
777,869,563,2026-01-15,4
778,74,405,2026-08-25,3
779,435,277,2026-08-20,1
780,549,240,2026-05-28,5
781,458,241,2025-10-19,1
782,348,378,2026-07-11,2
783,286,448,2026-02-12,3
784,808,285,2026-02-02,3
785,969,2,2026-03-30,2
786,56,241,2026-08-28,3
787,819,352,2026-04-13,5
788,986,358,2026-07-16,5
789,213,617,2026-06-11,5
790,355,235,2025-11-05,5
791,303,590,2026-08-30,3
792,758,269,2026-08-18,1
793,924,295,2025-11-27,3
794,928,648,2026-03-31,1
795,941,365,2025-12-02,1
796,659,267,2025-11-07,3
797,559,6,2026-02-20,2
798,499,476,2025-10-31,1
799,596,199,2026-03-31,4
800,425,251,2025-11-23,3
801,597,760,2026-08-02,3
802,497,155,2025-11-10,3
803,534,478,2025-11-29,2
804,72,80,2025-12-21,5
805,395,281,2026-01-07,1
806,596,172,2025-11-30,3
807,691,557,2026-06-12,5
808,578,846,2026-08-14,4
809,15,870,2026-03-21,1
810,979,1000,2025-10-28,4
811,718,507,2026-03-03,5
812,90,839,2026-03-08,5
813,511,951,2026-03-04,5
814,27,45,2026-04-12,4
815,910,9,2026-04-07,2
816,107,755,2025-12-23,2
817,573,917,2026-04-21,4
818,805,132,2026-04-22,4
819,625,265,2026-04-09,3
820,33,596,2026-08-12,4
821,758,306,2025-11-05,3
822,247,405,2026-06-21,2
823,637,978,2025-09-17,3
824,127,525,2026-02-20,5
825,188,106,2026-02-19,1
826,603,624,2025-09-15,5
827,100,814,2026-01-02,2
828,877,404,2026-03-24,3
829,195,778,2026-09-04,1
830,125,556,2025-10-19,4
831,93,444,2025-11-08,5
832,586,736,2026-02-15,4
833,906,828,2026-06-11,5
834,642,31,2026-07-10,2
835,887,921,2026-07-12,4
836,495,791,2026-01-17,4
837,756,858,2025-11-02,2
838,563,510,2026-01-02,2
839,870,102,2026-01-02,3
840,864,529,2026-05-19,4
841,859,148,2025-11-01,3
842,718,155,2026-02-22,4
843,160,746,2025-12-17,1
844,536,223,2026-02-11,2
845,592,211,2026-07-15,5
846,761,539,2026-07-28,3
847,158,427,2025-12-04,2
848,986,123,2026-06-02,3
849,389,528,2026-06-15,5
850,201,516,2026-04-04,2
851,851,658,2026-05-25,3
852,35,968,2025-12-18,5
853,625,254,2026-01-11,4
854,221,733,2026-05-11,2
855,322,46,2025-11-29,1
856,899,971,2026-06-16,5
857,774,821,2025-12-19,4
858,242,211,2026-07-04,2
859,675,102,2026-08-09,3
860,366,834,2026-06-11,5
861,405,781,2025-10-01,5
862,769,24,2026-03-21,5
863,164,866,2025-10-22,1
864,126,744,2026-01-15,5
865,571,537,2026-08-04,5
866,211,687,2026-02-01,1
867,515,160,2026-02-07,5
868,150,900,2025-10-26,5
869,541,415,2026-04-29,5
870,240,301,2026-06-11,1
871,726,350,2026-03-12,5
872,519,126,2026-08-28,2
873,215,352,2026-06-22,5
874,420,194,2026-04-05,2
875,872,324,2026-05-26,1
876,977,514,2026-07-24,4
877,751,92,2026-02-26,4
878,634,811,2026-02-22,3
879,274,189,2026-03-18,4
880,541,168,2025-09-26,3
881,627,941,2026-02-09,3
882,65,893,2026-09-09,3
883,845,430,2026-01-25,1
884,604,891,2026-05-25,5
885,897,688,2026-09-11,5
886,992,313,2025-11-18,2
887,125,547,2026-04-21,3
888,70,820,2026-05-22,4
889,883,575,2026-03-03,2
890,655,857,2026-07-11,5
891,519,309,2026-05-25,2
892,701,285,2026-06-12,1
893,986,202,2025-12-07,1
894,825,606,2026-08-22,5
895,334,652,2025-11-08,1
896,165,307,2026-03-28,3
897,66,332,2026-01-31,5
898,635,706,2025-09-22,2
899,295,773,2026-03-09,3
900,323,995,2025-11-27,4
901,718,216,2026-02-03,3
902,787,745,2026-02-20,3
903,734,440,2025-10-21,3
904,216,59,2026-06-26,4
905,479,865,2025-11-22,1
906,380,231,2025-12-23,1
907,504,342,2026-04-15,1
908,817,229,2025-09-16,4
909,493,327,2025-11-09,1
910,592,739,2026-05-15,5
911,844,740,2026-01-07,5
912,567,167,2026-06-26,2
913,260,289,2026-08-12,1
914,38,323,2025-11-18,3
915,166,603,2026-08-16,5
916,881,3,2026-08-30,1
917,451,254,2026-04-24,1
918,190,196,2026-01-09,3
919,197,13,2025-12-16,2
920,736,62,2025-12-19,1
921,466,114,2025-10-20,4
922,695,642,2026-03-14,1
923,140,661,2026-08-05,2
924,619,497,2025-10-15,1
925,232,196,2026-03-02,2
926,539,75,2026-04-08,3
927,94,245,2026-02-01,3
928,58,906,2026-05-21,2
929,191,539,2026-04-17,3
930,108,852,2025-09-21,1
